AreaIdFrom,DistrictIdFrom,AreaIdTo,DistrictIdTo,Tolerance
161,62,486,193,0.1
487,,294,,0.5
679,,792,322,0.1
817,,486,204,0.05
310,,813,,0.35
48,,143,,0.7
161,50,455,120,0.45
873,,913,343,0.3
455,110,486,267,0.1
455,109,486,238,0.1
656,,486,206,0.5
433,100,486,310,0.05
681,,462,,0.05
455,116,161,55,0.0
191,,875,,0.1
149,,486,282,0.3
61,,455,113,0.15
919,,138,,0.7
486,307,486,240,0.85
493,,486,192,0.3
166,,433,100,0.6
913,348,651,318,0.2
818,,486,260,0.75
235,,455,123,0.1
326,,944,,0.05
892,,792,322,0.65
486,309,486,160,0.0
189,73,486,271,0.4
270,,65,,0.25
488,,486,147,0.65
792,321,486,257,0.25
709,,486,194,0.9
61,,486,310,0.0
427,,486,264,0.5
35,,486,298,0.15
934,,106,,0.45
298,,69,1,0.5
866,,493,,0.3
486,187,486,189,0.15
35,,486,184,0.5
115,69,115,68,0.6
162,,455,106,0.3
828,,792,321,0.25
491,,486,178,0.35
410,86,486,268,0.75
813,,161,48,0.0
642,,161,40,0.35
171,,191,,0.05
897,,813,,0.3
828,,161,52,0.05
69,2,245,,0.65
488,,486,269,0.6
778,,813,,0.5
621,,161,48,0.5
929,,455,118,0.1
204,,486,292,0.4
161,19,486,298,0.9
486,182,344,83,0.15
395,,69,4,0.25
479,,486,310,0.1
792,321,486,304,0.4
427,,486,206,0.85
879,,486,210,0.5
879,,486,236,0.25
61,,486,264,0.65
486,243,161,44,0.65
218,,651,319,0.4
444,,486,290,0.1
486,217,486,199,0.7
828,,455,121,0.15
792,321,486,174,0.05
157,,488,,0.25
151,,486,238,0.85
410,98,486,283,0.15
792,321,486,309,0.15
403,,486,312,0.7
311,,332,,0.45
201,,486,205,0.9
582,,792,322,0.9
479,,792,321,0.45
406,,410,89,0.65
302,,455,121,0.0
465,,161,31,0.1
115,69,218,,0.55
486,234,486,205,0.55
493,,486,139,0.9
471,,709,,0.25
279,,486,236,0.2
65,,486,186,0.8
278,,245,,0.4
486,159,410,99,0.0
576,,298,,0.5
514,,913,347,0.3
486,159,486,169,0.5
415,,455,115,0.15
613,,651,318,0.55
486,151,455,112,0.2
465,,298,,0.15
455,128,486,192,0.05
8,,486,146,0.4
811,,410,99,0.65
427,,486,146,0.15
913,341,161,49,0.05
277,,3,,0.45
433,101,161,48,0.35
162,,161,14,0.05
824,,486,191,0.3
926,,486,293,0.4
161,53,486,232,0.7
455,113,486,274,0.4
486,317,486,166,0.9
439,,410,96,0.25
689,,444,,0.3
302,,621,,0.85
486,154,486,254,0.45
161,43,455,123,0.25
874,,161,50,0.05
792,321,486,193,0.2
65,,486,174,0.7
486,170,486,167,0.75
274,,486,288,0.3
926,,84,,0.8
161,30,486,309,0.3
576,,486,219,0.1
486,220,486,156,0.3
913,342,427,,0.0
233,,486,221,0.4
465,,486,193,0.05
344,76,486,303,0.55
478,,709,,0.45
410,85,486,260,0.25
439,,913,342,0.6
830,,493,,0.4
33,,161,20,0.25
161,16,486,135,0.1
651,319,161,61,0.2
3,,479,,0.45
322,,344,83,0.15
792,321,486,147,0.85
486,141,161,40,0.05
547,,455,123,0.15
164,,486,236,0.6
455,106,35,,0.05
455,110,486,167,0.2
651,318,161,36,0.45
35,,455,112,0.05
279,,410,91,0.6
493,,455,105,0.2
709,,486,275,0.5
302,,913,345,0.0
465,,486,157,0.4
200,,162,,0.2
651,319,621,,0.15
486,238,486,235,0.4
410,92,410,90,0.5
84,,455,124,0.45
493,,455,104,0.1
488,,479,,0.6
841,,344,77,0.6
486,302,486,163,0.7
681,,161,49,0.3
486,242,486,243,0.5
272,,410,99,0.05
479,,486,135,0.3
462,,131,,0.35
824,,455,125,0.1
161,30,486,254,0.25
750,,161,13,0.05
879,,486,248,0.8
161,37,486,182,0.2
279,,486,221,0.25
179,,824,,0.65
618,,486,164,0.05
455,126,486,275,0.1
98,,478,,0.0
124,,488,,0.15
245,,486,301,0.25
3,,69,4,0.25
69,3,486,297,0.0
410,85,486,220,0.25
486,167,486,150,0.55
218,,161,54,0.05
832,,406,,0.05
410,85,486,156,0.45
486,178,486,215,0.1
486,244,161,61,0.4
828,,115,70,0.1
427,,486,265,0.05
330,,870,326,0.35
792,320,486,132,0.35
403,,486,283,0.15
455,123,486,227,0.65
621,,486,215,0.85
161,30,161,55,0.05
161,14,161,5,0.2
344,74,486,185,0.25
828,,433,101,0.7
218,,69,1,0.2
651,319,161,23,0.5
828,,455,123,0.25
455,114,486,241,0.2
143,,486,185,0.3
218,,486,287,0.25
709,,792,320,0.15
455,120,161,51,0.25
486,299,486,205,0.25
162,,486,250,0.05
403,,486,299,0.0
556,,433,100,0.3
144,,486,303,0.45
828,,792,322,0.25
792,322,486,248,0.5
471,,486,305,0.75
433,100,486,211,0.3
471,,709,,0.55
861,,514,,0.65
486,298,486,158,0.05
161,56,69,2,0.55
486,256,486,230,0.2
277,,455,105,0.15
58,,161,57,0.1
433,102,161,63,0.65
486,154,486,265,0.15
279,,161,7,0.0
410,88,879,,0.25
36,,455,107,0.9
69,3,486,297,0.05
870,323,486,219,0.0
486,297,486,155,0.2
680,,486,176,0.45
344,74,455,117,0.25
279,,479,,0.55
446,,549,,0.75
344,77,455,130,0.05
332,,792,321,0.2
486,289,486,276,0.4
36,,486,244,0.5
792,322,486,240,0.25
35,,651,319,0.0
161,34,161,47,0.45
589,,926,,0.75
888,,486,196,0.55
68,,479,,0.05
298,,115,70,0.0
143,,385,,0.9
161,54,486,272,0.65
455,124,486,309,0.6
455,122,486,316,0.7
175,,486,137,0.1
514,,486,307,0.2
385,,594,,0.2
143,,115,69,0.05
61,,913,341,0.45
486,193,486,139,0.05
235,,486,209,0.3
879,,410,97,0.05
651,319,455,107,0.6
467,,486,138,0.4
406,,36,,0.25
682,,410,87,0.2
488,,486,255,0.2
410,87,488,,0.3
907,,455,122,0.2
196,,486,222,0.25
486,148,455,114,0.15
427,,486,282,0.3
875,,486,197,0.7
489,,486,174,0.1
463,,699,,0.5
98,,455,117,0.5
833,,651,319,0.1
151,,161,11,0.1
243,,486,248,0.05
455,108,486,133,0.2
643,,486,265,0.35
651,318,486,317,0.45
879,,410,98,0.15
455,116,486,175,0.35
439,,486,269,0.2
83,,115,69,0.15
455,127,486,238,0.7
494,,161,61,0.0
486,178,486,239,0.0
792,322,486,228,0.1
317,,344,76,0.15
810,,189,73,0.2
824,,486,284,0.6
547,,486,164,0.35
813,,486,213,0.75
486,294,486,187,0.3
635,,455,130,0.0
913,347,913,346,0.0
455,124,455,122,0.2
674,,792,321,0.15
709,,486,308,0.5
493,,486,309,0.3
143,,161,34,0.35
161,11,161,57,0.3
115,70,455,116,0.1
486,314,455,105,0.25
621,,486,136,0.9
640,,455,124,0.25
486,178,69,4,0.5
375,,870,337,0.5
621,,486,309,0.05
38,,486,299,0.4
106,,488,,0.4
594,,455,130,0.05
161,52,486,165,0.25
494,,488,,0.3
270,,161,59,0.05
486,179,486,170,0.6
69,1,486,268,0.8
161,12,69,4,0.35
455,115,486,293,0.45
310,,161,64,0.6
277,,455,123,0.6
792,321,651,318,0.0
862,,486,188,0.2
218,,277,,0.25
870,327,486,212,0.25
1,,161,56,0.35
69,1,161,31,0.65
486,165,486,189,0.55
31,,486,295,0.15
275,,486,190,0.25
879,,913,347,0.65
486,287,486,181,0.45
81,,161,56,0.0
651,318,486,303,0.1
455,106,486,219,0.05
486,267,486,263,0.2
298,,35,,0.05
336,,69,2,0.55
792,322,486,183,0.8
410,86,479,,0.75
61,,486,178,0.05
113,,502,,0.3
913,344,486,261,0.75
69,4,455,120,0.05
36,,486,170,0.3
439,,479,,0.5
65,,651,319,0.55
239,,455,122,0.25
573,,486,296,0.15
175,,486,291,0.75
61,,813,,0.05
486,134,427,,0.15
61,,486,290,0.0
813,,455,118,0.3
594,,488,,0.0
218,,161,5,0.6
191,,161,40,0.1
427,,486,165,0.1
410,90,486,273,0.05
161,6,161,26,0.2
913,345,486,251,0.45
161,38,161,58,0.8
455,127,813,,0.4
410,89,486,258,0.35
689,,455,127,0.1
921,,455,125,0.05
271,,69,2,0.25
870,337,486,215,0.05
279,,161,48,0.95
486,147,486,256,0.0
273,,486,142,0.5
486,182,486,224,0.5
455,123,486,293,0.35
274,,486,158,0.45
486,315,486,165,0.2
913,348,913,343,0.0
486,138,279,,0.6
620,,486,180,0.3
35,,913,346,0.25
913,342,298,,0.3
486,133,486,295,0.1
928,,410,98,0.35
618,,488,,0.1
486,222,455,122,0.5
682,,406,,0.1
486,312,486,246,0.0
832,,410,99,0.0
162,,284,,0.7
709,,913,347,0.05
332,,640,,0.0
488,,161,27,0.3
161,57,486,231,0.15
701,,486,313,0.9
825,,479,,0.2
140,,679,,0.35
439,,486,246,0.3
455,126,486,170,0.0
679,,189,73,0.3
920,,273,,0.1
651,319,486,305,0.2
559,,444,,0.9
651,319,161,53,0.45
75,,486,197,0.05
493,,161,38,0.25
854,,455,114,0.1
160,,479,,0.0
486,246,486,184,0.3
218,,479,,0.0
410,94,455,111,0.15
344,79,926,,0.15
486,193,486,289,0.5
488,,828,,0.0
271,,486,164,0.35
792,322,161,27,0.0
486,257,486,201,0.8
161,57,486,288,0.55
274,,189,71,0.9
513,,161,48,0.45
871,,879,,0.45
828,,455,115,0.1
930,,339,,0.3
135,,465,,0.5
651,318,344,77,0.5
709,,455,105,0.2
486,194,792,320,0.5
175,,161,7,0.0
455,125,486,316,0.1
115,70,161,13,0.15
274,,65,,0.45
486,156,486,269,0.3
631,,479,,0.15
66,,161,14,0.05
370,,84,,0.65
818,,792,322,0.55
162,,486,297,0.3
486,233,486,202,0.15
455,110,486,315,0.2
65,,486,209,0.3
486,176,486,160,0.2
77,,69,3,0.0
173,,427,,0.45
344,79,344,76,0.55
486,231,486,212,0.2
745,,489,,0.25
281,,486,147,0.0
403,,813,,0.5
488,,486,214,0.2
455,115,455,109,0.2
486,152,486,137,0.55
161,46,161,50,0.35
489,,486,226,0.25
65,,486,309,0.85
405,,455,116,0.05
486,271,486,168,0.5
651,318,486,309,0.15
455,104,486,266,0.1
69,2,486,173,0.15
488,,792,322,0.1
240,,517,,0.1
162,,161,34,0.0
439,,621,,0.05
344,75,385,,0.15
27,,186,,0.4
61,,69,1,0.3
374,,514,,0.1
61,,486,302,0.2
389,,455,120,0.4
410,89,813,,0.45
61,,218,,0.45
679,,486,272,0.35
455,114,455,121,0.1
410,91,486,291,0.1
322,,344,78,0.5
479,,486,178,0.3
455,125,161,34,0.25
455,111,486,255,0.5
813,,486,140,0.0
486,275,486,272,0.3
279,,486,146,0.05
486,229,486,222,0.15
624,,464,,0.35
571,,245,,0.15
488,,486,269,0.25
171,,651,319,0.3
218,,455,119,0.1
273,,486,236,0.0
455,128,486,223,0.35
621,,870,328,0.05
298,,486,159,0.9
56,,870,331,0.4
161,54,486,143,0.15
486,190,486,227,0.3
69,1,161,44,0.15
913,343,410,86,0.35
332,,870,340,0.35
618,,140,,0.3
913,346,161,43,0.0
65,,486,291,0.65
913,346,813,,0.05
70,,465,,0.0
861,,736,,0.0
486,270,486,138,0.2
433,102,273,,0.0
455,117,486,240,0.35
245,,279,,0.4
388,,344,82,0.45
344,81,344,84,0.0
689,,486,276,0.25
478,,824,,0.15
679,,69,4,0.0
482,,161,24,0.1
681,,870,325,0.7
90,,65,,0.25
752,,486,270,0.7
621,,486,311,0.45
488,,486,164,0.8
486,247,455,107,0.1
218,,455,108,0.05
161,59,161,60,0.3
774,,813,,0.0
486,211,486,161,0.55
302,,621,,0.05
274,,61,,0.05
486,194,486,165,0.5
36,,486,308,0.1
161,27,455,131,0.1
465,,792,322,0.65
486,274,486,256,0.3
432,,866,,0.3
94,,486,186,0.35
792,320,486,249,0.1
488,,465,,0.25
686,,161,29,0.2
455,126,486,247,0.35
655,,709,,0.05
189,72,486,133,0.1
898,,486,173,0.7
913,345,161,40,0.15
465,,218,,0.1
406,,486,183,0.0
427,,486,166,0.15
651,318,486,229,0.3
433,102,486,154,0.0
427,,433,100,0.75
273,,161,38,0.3
824,,486,164,0.15
148,,161,21,0.45
69,4,486,182,0.35
427,,486,241,0.05
161,12,486,193,0.05
455,117,486,286,0.65
488,,870,337,0.2
175,,486,193,0.8
651,318,621,,0.0
467,,486,141,0.45
921,,875,,0.55
90,,43,,0.6
486,157,486,269,0.2
310,,486,245,0.45
651,318,455,116,0.4
813,,486,281,0.15
486,207,486,311,0.55
161,19,161,61,0.2
61,,36,,0.25
486,140,486,162,0.5
486,269,486,248,0.0
375,,385,,0.8
394,,545,,0.4
913,343,455,115,0.7
488,,651,319,0.45
486,152,486,193,0.05
3,,161,13,0.1
486,267,161,50,0.0
144,,852,,0.2
676,,138,,0.2
479,,161,31,0.1
204,,913,347,0.05
828,,813,,0.05
813,,486,241,0.0
455,125,486,222,0.55
410,97,486,150,0.25
486,280,486,275,0.35
824,,486,203,0.15
486,218,486,242,0.0
792,321,161,8,0.25
736,,792,321,0.85
277,,486,271,0.15
175,,879,,0.65
813,,486,133,0.3
637,,455,129,0.2
720,,344,77,0.2
486,243,486,229,0.85
594,,792,321,0.1
465,,410,93,0.15
486,295,486,145,0.5
486,207,621,,0.15
410,86,410,85,0.15
28,,345,,0.4
716,,133,,0.2
274,,792,321,0.05
651,318,161,30,0.5
344,75,344,80,0.85
653,,486,313,0.5
879,,421,,0.1
466,,486,296,0.45
10,,913,347,0.1
773,,61,,0.7
189,71,455,120,0.1
53,,486,210,0.45
486,142,161,32,0.5
486,196,486,244,0.05
699,,736,,0.05
254,,709,,0.35
813,,162,,0.0
870,325,486,230,0.2
35,,161,58,0.2
630,,471,,0.65
246,,488,,0.0
486,169,455,121,0.1
584,,184,,0.2
35,,486,182,0.1
414,,61,,0.65
657,,486,158,0.25
479,,486,252,0.3
443,,455,107,0.0
115,69,455,123,0.05
486,276,486,208,0.05
676,,913,343,0.45
479,,640,,0.65
651,319,455,106,0.05
406,,455,114,0.35
344,78,455,115,0.05
69,4,175,,0.0
89,,162,,0.4
276,,486,299,0.45
792,322,161,44,0.6
879,,277,,0.7
19,,317,,0.35
478,,218,,0.7
410,89,486,166,0.4
679,,144,,0.45
776,,486,313,0.2
664,,161,24,0.25
828,,486,174,0.0
813,,486,223,0.35
486,186,486,205,0.6
439,,488,,0.3
486,138,455,118,0.1
486,226,486,172,0.35
455,104,486,278,0.2
115,70,344,80,0.45
116,,43,,0.2
455,121,410,90,0.25
455,111,486,254,0.8
455,117,486,303,0.55
486,251,486,310,0.3
486,242,486,266,0.9
351,,727,,0.3
486,193,486,174,0.65
302,,298,,0.45
93,,679,,0.35
455,104,486,296,0.2
84,,65,,0.75
486,204,486,206,0.4
486,257,115,67,0.5
875,,486,281,0.4
439,,189,71,0.25
189,71,161,64,0.4
887,,35,,0.0
659,,486,278,0.0
458,,161,31,0.0
651,319,84,,0.25
455,113,61,,0.3
486,160,486,181,0.25
444,,488,,0.6
277,,486,269,0.0
424,,161,21,0.25
584,,486,230,0.55
488,,486,290,0.1
455,131,455,129,0.25
455,106,486,157,0.6
355,,344,74,0.7
479,,709,,0.45
439,,486,172,0.4
277,,455,108,0.65
465,,486,305,0.35
167,,486,305,0.75
792,322,486,275,0.65
488,,486,187,0.65
455,106,486,216,0.05
471,,870,325,0.0
35,,486,221,0.15
879,,913,341,0.05
778,,514,,0.35
161,17,486,199,0.25
594,,486,149,0.4
218,,486,246,0.1
897,,136,,0.4
161,26,161,59,0.15
486,272,486,144,0.2
143,,115,69,0.2
455,123,486,282,0.0
154,,161,53,0.4
175,,140,,0.1
455,117,486,184,0.4
486,168,486,303,0.4
161,15,792,321,0.3
427,,479,,0.1
406,,486,183,0.0
455,109,486,290,0.05
874,,486,308,0.45
594,,640,,0.1
465,,486,236,0.2
792,320,486,266,0.2
547,,69,3,0.35
640,,455,112,0.0
486,132,486,283,0.5
804,,486,199,0.7
479,,913,345,0.55
134,,161,34,0.4
66,,69,2,0.4
866,,551,,0.3
161,33,486,175,0.15
476,,709,,0.35
920,,897,,0.2
273,,465,,0.45
444,,486,256,0.2
455,126,486,295,0.0
479,,486,275,0.35
689,,433,100,0.0
639,,486,199,0.2
486,261,486,144,0.25
247,,486,241,0.85
274,,486,288,0.4
603,,547,,0.3
831,,455,115,0.45
486,138,455,127,0.6
161,59,486,191,0.05
486,277,486,169,0.55
346,,143,,0.3
455,112,161,58,0.0
486,189,486,133,0.0
813,,486,273,0.1
161,24,486,147,0.3
640,,455,107,0.4
455,116,486,186,0.9
431,,486,157,0.65
870,340,828,,0.75
279,,189,72,0.6
406,,486,217,0.6
754,,488,,0.25
709,,385,,0.35
271,,651,318,0.85
813,,410,94,0.1
618,,792,321,0.3
3,,35,,0.3
792,321,486,146,0.05
434,,488,,0.25
35,,277,,0.45
61,,709,,0.05
879,,455,112,0.2
155,,486,293,0.2
106,,455,114,0.0
486,283,455,123,0.7
161,52,486,309,0.55
406,,913,341,0.25
196,,486,223,0.0
161,40,310,,0.45
792,322,486,259,0.3
486,169,486,146,0.0
651,319,455,129,0.05
815,,273,,0.0
106,,433,102,0.0
486,292,161,28,0.5
69,1,709,,0.4
200,,486,185,0.05
486,313,486,257,0.05
795,,621,,0.7
926,,161,28,0.3
115,70,486,148,0.3
92,,486,306,0.1
828,,486,316,0.75
486,299,277,,0.3
406,,486,213,0.05
410,98,486,273,0.7
136,,709,,0.85
621,,486,284,0.15
792,322,486,169,0.05
465,,879,,0.15
617,,651,318,0.35
835,,69,1,0.6
161,34,486,207,0.25
455,116,486,291,0.5
173,,640,,0.2
488,,486,238,0.2
759,,247,,0.0
406,,61,,0.45
184,,455,124,0.8
651,319,486,146,0.15
188,,486,313,0.4
875,,161,40,0.05
171,,486,260,0.4
709,,486,187,0.15
913,344,486,166,0.25
457,,486,256,0.15
161,11,486,263,0.75
151,,486,199,0.0
69,3,161,17,0.3
310,,486,309,0.05
493,,136,,0.2
61,,161,38,0.15
90,,651,318,0.85
926,,486,274,0.0
465,,161,31,0.55
486,159,486,285,0.1
463,,115,68,0.15
317,,385,,0.35
161,22,486,192,0.65
488,,486,224,0.2
99,,479,,0.85
594,,455,107,0.75
486,284,486,274,0.05
189,72,486,232,0.0
466,,486,208,0.35
298,,115,69,0.55
455,127,486,164,0.0
427,,161,39,0.05
139,,651,319,0.65
104,,855,,0.75
439,,486,224,0.35
61,,486,271,0.2
204,,161,38,0.25
709,,792,321,0.0
535,,433,101,0.75
807,,486,167,0.05
161,29,455,108,0.3
427,,813,,0.15
465,,709,,0.7
275,,486,263,0.0
519,,218,,0.35
562,,344,82,0.1
433,100,69,2,0.25
486,198,486,201,0.1
391,,344,76,0.45
37,,61,,0.05
679,,69,4,0.35
161,12,486,313,0.45
651,319,486,311,0.2
424,,36,,0.5
455,114,486,294,0.1
83,,410,98,0.15
191,,161,46,0.05
453,,486,180,0.4
189,71,813,,0.2
69,2,486,183,0.05
184,,913,341,0.45
486,192,486,190,0.2
486,295,486,218,0.25
427,,161,65,0.75
486,204,486,278,0.35
277,,486,222,0.4
65,,514,,0.0
569,,161,27,0.15
514,,410,88,0.7
455,105,486,230,0.85
913,343,813,,0.55
111,,488,,0.7
594,,410,92,0.1
245,,455,127,0.15
161,60,486,230,0.25
387,,200,,0.0
621,,427,,0.4
486,198,455,125,0.75
709,,486,136,0.2
913,348,298,,0.5
573,,455,123,0.1
433,102,486,153,0.2
397,,161,23,0.1
483,,879,,0.45
792,322,486,260,0.55
486,306,455,114,0.6
549,,870,323,0.0
907,,161,44,0.05
455,121,792,321,0.5
433,100,486,167,0.25
298,,161,8,0.0
488,,709,,0.25
831,,410,89,0.45
936,,926,,0.3
693,,161,9,0.25
852,,486,316,0.25
486,237,161,49,0.15
486,137,455,123,0.2
152,,486,283,0.05
18,,486,197,0.6
270,,486,236,0.15
61,,813,,0.2
115,70,486,180,0.3
192,,410,97,0.95
701,,161,56,0.35
465,,455,108,0.4
455,131,427,,0.35
231,,651,319,0.0
410,90,486,307,0.8
273,,344,76,0.35
486,181,486,228,0.65
277,,161,16,0.2
161,11,69,3,0.3
363,,531,,0.65
479,,35,,0.2
547,,433,100,0.15
187,,813,,0.7
486,196,455,108,0.2
813,,486,155,0.6
140,,455,109,0.4
808,,455,126,0.8
427,,486,265,0.15
455,110,792,320,0.45
486,229,486,309,0.55
811,,488,,0.15
410,92,161,55,0.1
347,,531,,0.1
679,,486,226,0.0
406,,824,,0.5
161,41,455,104,0.15
439,,455,119,0.3
65,,486,238,0.35
91,,621,,0.3
486,296,161,8,0.2
514,,298,,0.65
672,,681,,0.0
730,,371,,0.15
485,,486,297,0.35
486,230,486,142,0.55
218,,115,69,0.25
486,189,486,206,0.0
189,72,486,303,0.25
179,,189,71,0.3
156,,176,,0.4
466,,143,,0.05
913,342,486,170,0.5
204,,69,1,0.65
828,,161,63,0.4
298,,455,113,0.1
488,,455,122,0.5
420,,218,,0.0
69,4,479,,0.9
433,101,161,21,0.05
486,286,486,224,0.05
486,260,486,308,0.45
621,,486,240,0.0
218,,161,54,0.1
115,66,69,1,0.35
414,,410,89,0.3
427,,161,14,0.3
204,,161,34,0.2
310,,514,,0.7
61,,913,345,0.15
870,330,870,336,0.0
493,,651,319,0.75
455,114,486,180,0.65
69,4,35,,0.6
61,,486,291,0.1
486,212,455,111,0.3
298,,161,41,0.1
531,,444,,0.05
115,70,455,107,0.05
870,328,486,229,0.75
43,,486,256,0.1
455,127,455,117,0.0
769,,486,317,0.2
486,181,161,9,0.6
66,,486,176,0.85
786,,36,,0.25
455,117,486,155,0.15
486,194,486,294,0.0
161,16,486,147,0.5
454,,510,,0.05
171,,173,,0.7
486,210,486,242,0.25
69,4,486,317,0.2
245,,944,,0.4
433,100,272,,0.2
298,,455,105,0.2
479,,161,50,0.2
913,341,161,54,0.1
651,318,69,3,0.35
824,,709,,0.1
486,240,410,93,0.0
59,,494,,0.5
736,,344,83,0.8
245,,277,,0.25
574,,410,91,0.35
640,,455,128,0.65
190,,161,15,0.6
35,,813,,0.25
410,94,161,58,0.15
580,,69,4,0.15
492,,486,279,0.15
486,270,486,151,0.1
445,,61,,0.2
70,,247,,0.7
279,,870,331,0.15
270,,486,161,0.5
218,,486,287,0.05
427,,455,128,0.15
486,137,486,162,0.45
486,166,486,192,0.55
306,,277,,0.2
618,,486,309,0.05
35,,486,210,0.65
115,69,486,198,0.25
247,,486,157,0.05
486,304,274,,0.25
219,,709,,0.05
304,,934,,0.2
870,330,792,321,0.5
35,,486,208,0.0
69,4,455,107,0.15
298,,486,292,0.0
756,,651,318,0.2
486,157,486,292,0.6
439,,486,268,0.4
486,199,455,119,0.1
486,289,161,64,0.35
651,318,486,180,0.15
175,,486,210,0.3
298,,514,,0.1
59,,488,,0.0
83,,161,57,0.2
279,,389,,0.65
410,95,486,223,0.0
654,,514,,0.4
204,,486,180,0.4
455,131,486,230,0.1
435,,455,103,0.65
455,114,455,128,0.1
3,,455,126,0.75
582,,486,249,0.45
618,,455,120,0.65
86,,486,240,0.5
761,,218,,0.6
191,,162,,0.45
245,,455,131,0.2
594,,486,132,0.35
486,244,455,117,0.7
471,,486,251,0.35
486,152,486,149,0.2
479,,61,,0.05
406,,455,110,0.0
608,,455,124,0.0
184,,486,249,0.15
161,33,161,17,0.0
826,,504,,0.1
792,320,455,105,0.45
61,,486,240,0.6
273,,410,97,0.2
846,,679,,0.65
371,,486,172,0.2
410,89,651,318,0.1
298,,486,178,0.2
486,307,486,135,0.3
697,,173,,0.75
84,,455,103,0.0
824,,486,160,0.35
575,,486,224,0.0
486,257,486,284,0.2
203,,486,232,0.35
455,124,486,253,0.2
885,,486,168,0.65
144,,486,262,0.5
709,,486,311,0.35
879,,455,109,0.5
455,120,486,192,0.1
161,29,161,37,0.65
439,,465,,0.65
273,,651,318,0.25
689,,161,44,0.0
913,344,792,320,0.05
923,,679,,0.55
455,108,486,187,0.5
35,,486,297,0.15
651,319,486,308,0.1
486,236,486,241,0.15
703,,486,292,0.0
189,71,486,138,0.75
554,,486,211,0.65
835,,61,,0.25
184,,161,7,0.7
486,264,486,230,0.0
486,150,486,301,0.3
69,4,455,108,0.0
679,,161,36,0.5
455,129,486,182,0.2
310,,161,52,0.4
486,196,486,304,0.35
35,,161,7,0.45
637,,486,163,0.15
486,282,486,227,0.0
913,347,162,,0.65
486,301,486,145,0.2
654,,298,,0.0
272,,640,,0.15
881,,621,,0.2
486,303,486,221,0.05
621,,486,167,0.25
913,346,161,9,0.2
115,70,36,,0.0
35,,486,275,0.35
173,,913,341,0.3
824,,486,219,0.75
344,80,161,12,0.1
161,45,161,56,0.1
25,,486,139,0.3
274,,161,59,0.45
486,278,486,310,0.3
492,,277,,0.6
298,,879,,0.45
173,,35,,0.5
69,3,161,45,0.5
69,1,486,160,0.3
792,322,486,298,0.7
792,322,486,235,0.6
479,,486,158,0.7
828,,455,115,0.05
465,,69,1,0.1
452,,6,,0.8
879,,161,10,0.45
69,1,488,,0.15
184,,792,320,0.65
298,,69,3,0.25
433,101,486,146,0.7
486,208,486,203,0.55
455,127,486,266,0.4
43,,115,70,0.25
175,,161,56,0.1
277,,274,,0.2
455,108,455,110,0.6
479,,486,241,0.25
69,2,486,279,0.5
913,344,870,332,0.55
870,330,486,312,0.25
455,115,486,271,0.45
491,,455,108,0.15
406,,813,,0.1
274,,279,,0.25
298,,161,36,0.25
175,,455,129,0.15
496,,486,205,0.45
457,,455,124,0.35
107,,69,4,0.55
274,,161,65,0.2
161,29,651,319,0.85
486,307,486,280,0.35
284,,486,202,0.0
427,,514,,0.65
455,121,486,297,0.0
651,319,488,,0.65
417,,465,,0.25
69,4,486,306,0.25
184,,65,,0.7
505,,486,248,0.6
344,84,115,70,0.05
826,,514,,0.1
505,,344,79,0.35
455,130,486,173,0.65
455,103,486,147,0.05
651,318,427,,0.2
455,113,486,276,0.45
298,,161,15,0.1
183,,486,196,0.1
689,,488,,0.15
218,,433,100,0.4
161,50,486,143,0.9
874,,161,25,0.4
879,,486,293,0.25
918,,651,318,0.25
486,142,813,,0.3
886,,279,,0.65
493,,61,,0.2
870,334,184,,0.0
274,,486,200,0.15
514,,161,63,0.35
679,,161,47,0.8
69,3,486,313,0.2
245,,455,120,0.2
455,113,486,316,0.15
222,,6,,0.0
477,,35,,0.45
479,,486,292,0.05
69,1,455,118,0.3
354,,36,,0.4
481,,488,,0.5
455,103,486,314,0.1
870,339,486,250,0.55
701,,427,,0.0
897,,486,162,0.05
186,,410,94,0.1
277,,410,88,0.15
479,,792,321,0.9
486,200,486,279,0.3
486,309,486,276,0.9
927,,486,304,0.65
913,345,486,135,0.6
907,,161,19,0.05
161,30,161,43,0.05
880,,505,,0.05
587,,235,,0.55
824,,486,245,0.4
397,,486,250,0.55
439,,486,177,0.5
196,,161,41,0.3
486,248,486,191,0.65
212,,813,,0.15
465,,651,318,0.4
917,,455,120,0.15
888,,65,,0.25
651,318,410,99,0.15
870,327,486,251,0.35
403,,792,321,0.05
486,132,486,213,0.7
65,,486,182,0.0
455,112,161,38,0.15
189,71,486,249,0.35
245,,486,208,0.0
882,,161,47,0.25
486,137,486,307,0.65
488,,161,36,0.5
486,305,161,10,0.65
310,,486,236,0.35
302,,115,66,0.35
493,,161,63,0.15
640,,913,344,0.25
486,241,486,185,0.1
486,200,486,197,0.1
444,,792,322,0.5
594,,486,295,0.55
406,,69,3,0.1
204,,161,64,0.4
531,,486,157,0.4
426,,486,163,0.25
273,,69,4,0.25
685,,36,,0.45
161,10,455,111,0.3
455,128,455,111,0.1
393,,594,,0.4
161,15,486,152,0.15
410,95,486,170,0.2
651,318,486,144,0.0
813,,486,300,0.0
486,277,161,43,0.8
35,,161,59,0.9
65,,455,121,0.6
921,,455,112,0.15
175,,486,303,0.25
907,,410,95,0.6
